task_name,instructional_prompt,raw_student_code,canonical_reference,proficiency,normalized_student_code,normalized_canonical_code
is-triangle.py,"Write a program that takes three side lengths (A, B, C) as input and returns 'yes' if they can form a triangle (the sum of any two sides must be greater than the third), otherwise return 'no'.","x = input ()

y = input ()

h = input ()



if x ** 2 + y ** 2 != h ** 2:

    print ""no""



else:

    print ""yes""","def check_triangle(a_str, b_str, c_str): a = int(a_str); b = int(b_str); c = int(c_str); if (a + b > c and b + c > a and a + c > b): return 'yes' else: return 'no'",experienced,"x  =  y  =  h  =  if x ** 2 + y ** 2  ! =   h ** 2: ""no"" else: ""yes""","def check_triangle(a_str ,  b_str ,  c_str): a  =  int(a_str); b  =  int(b_str); c  =  int(c_str); if (a + b  >  c and b + c  >  a and a + c  >  b): return 'yes' else: return 'no'"
is-triangle.py,"Write a program that takes three side lengths (A, B, C) as input and returns 'yes' if they can form a triangle (the sum of any two sides must be greater than the third), otherwise return 'no'.","x = input ()

y = input ()

h = input ()



if x > y or x > h:

    tmp = h 

    x = h

    tmp = x



elif y > x or y > h:

    tmp = h 

    y = h

    tmp = y 



elif h< x + y + h - h:

    print ""no""","def check_triangle(a_str, b_str, c_str): a = int(a_str); b = int(b_str); c = int(c_str); if (a + b > c and b + c > a and a + c > b): return 'yes' else: return 'no'",experienced,"x  =  y  =  h  =  if x  >  y or x  >  h: tmp  =  h x  =  h tmp  =  x elif y  >  x or y  >  h: tmp  =  h y  =  h tmp  =  y elif h <  x + y + h - h: ""no""","def check_triangle(a_str ,  b_str ,  c_str): a  =  int(a_str); b  =  int(b_str); c  =  int(c_str); if (a + b  >  c and b + c  >  a and a + c  >  b): return 'yes' else: return 'no'"
is-triangle.py,"Write a program that takes three side lengths (A, B, C) as input and returns 'yes' if they can form a triangle (the sum of any two sides must be greater than the third), otherwise return 'no'.","x = input ()

y = input ()

h = input ()



if x > y and x > h:

    tmp = h 

    x = h

    tmp = x



elif y > x and y > h:

    tmp = h 

    y = h

    tmp = y 



elif h < x + y + h - h:

    print ""no""","def check_triangle(a_str, b_str, c_str): a = int(a_str); b = int(b_str); c = int(c_str); if (a + b > c and b + c > a and a + c > b): return 'yes' else: return 'no'",experienced,"x  =  y  =  h  =  if x  >  y and x  >  h: tmp  =  h x  =  h tmp  =  x elif y  >  x and y  >  h: tmp  =  h y  =  h tmp  =  y elif h  <  x + y + h - h: ""no""","def check_triangle(a_str ,  b_str ,  c_str): a  =  int(a_str); b  =  int(b_str); c  =  int(c_str); if (a + b  >  c and b + c  >  a and a + c  >  b): return 'yes' else: return 'no'"
is-triangle.py,"Write a program that takes three side lengths (A, B, C) as input and returns 'yes' if they can form a triangle (the sum of any two sides must be greater than the third), otherwise return 'no'.","x = input ()

y = input ()

h = input ()



if x > y and x > h:

    tmp = h 

    x = h

    tmp = x



elif y > x and y > h:

    tmp = h 

    y = h

    tmp = y 



elif h < x + y + h - h:

    print ""no""



else:

    print ""yes""","def check_triangle(a_str, b_str, c_str): a = int(a_str); b = int(b_str); c = int(c_str); if (a + b > c and b + c > a and a + c > b): return 'yes' else: return 'no'",experienced,"x  =  y  =  h  =  if x  >  y and x  >  h: tmp  =  h x  =  h tmp  =  x elif y  >  x and y  >  h: tmp  =  h y  =  h tmp  =  y elif h  <  x + y + h - h: ""no"" else: ""yes""","def check_triangle(a_str ,  b_str ,  c_str): a  =  int(a_str); b  =  int(b_str); c  =  int(c_str); if (a + b  >  c and b + c  >  a and a + c  >  b): return 'yes' else: return 'no'"
is-triangle.py,"Write a program that takes three side lengths (A, B, C) as input and returns 'yes' if they can form a triangle (the sum of any two sides must be greater than the third), otherwise return 'no'.","a = input()
b = input()
c = input()

if a**2 + b**2 == c**2:
   print ""yes""
else:
   print ""no""
","def check_triangle(a_str, b_str, c_str): a = int(a_str); b = int(b_str); c = int(c_str); if (a + b > c and b + c > a and a + c > b): return 'yes' else: return 'no'",experienced,"a  =  b  =  c  =  if a**2 + b**2   =  =   c**2: ""yes"" else: ""no""","def check_triangle(a_str ,  b_str ,  c_str): a  =  int(a_str); b  =  int(b_str); c  =  int(c_str); if (a + b  >  c and b + c  >  a and a + c  >  b): return 'yes' else: return 'no'"
is-triangle.py,"Write a program that takes three side lengths (A, B, C) as input and returns 'yes' if they can form a triangle (the sum of any two sides must be greater than the third), otherwise return 'no'.","a = input()
b = input()
c = input()

if a**2 + b**2 == c**2:
   print ""yes""
else:
   print ""no""
","def check_triangle(a_str, b_str, c_str): a = int(a_str); b = int(b_str); c = int(c_str); if (a + b > c and b + c > a and a + c > b): return 'yes' else: return 'no'",experienced,"a  =  b  =  c  =  if a**2 + b**2   =  =   c**2: ""yes"" else: ""no""","def check_triangle(a_str ,  b_str ,  c_str): a  =  int(a_str); b  =  int(b_str); c  =  int(c_str); if (a + b  >  c and b + c  >  a and a + c  >  b): return 'yes' else: return 'no'"
is-triangle.py,"Write a program that takes three side lengths (A, B, C) as input and returns 'yes' if they can form a triangle (the sum of any two sides must be greater than the third), otherwise return 'no'.","a = input()
b = input()
c = input()

if a**2 + b**2 == c**2:
   print ""yes""
else:
   print ""no""
","def check_triangle(a_str, b_str, c_str): a = int(a_str); b = int(b_str); c = int(c_str); if (a + b > c and b + c > a and a + c > b): return 'yes' else: return 'no'",experienced,"a  =  b  =  c  =  if a**2 + b**2   =  =   c**2: ""yes"" else: ""no""","def check_triangle(a_str ,  b_str ,  c_str): a  =  int(a_str); b  =  int(b_str); c  =  int(c_str); if (a + b  >  c and b + c  >  a and a + c  >  b): return 'yes' else: return 'no'"
is-triangle.py,"Write a program that takes three side lengths (A, B, C) as input and returns 'yes' if they can form a triangle (the sum of any two sides must be greater than the third), otherwise return 'no'.","a=input()
b=input()
c=input()

if (a+b)>c:
 print ""yes""
else:
 print ""no""
","def check_triangle(a_str, b_str, c_str): a = int(a_str); b = int(b_str); c = int(c_str); if (a + b > c and b + c > a and a + c > b): return 'yes' else: return 'no'",experienced,"a =  b =  c =  if (a+b) > c: ""yes"" else: ""no""","def check_triangle(a_str ,  b_str ,  c_str): a  =  int(a_str); b  =  int(b_str); c  =  int(c_str); if (a + b  >  c and b + c  >  a and a + c  >  b): return 'yes' else: return 'no'"
is-triangle.py,"Write a program that takes three side lengths (A, B, C) as input and returns 'yes' if they can form a triangle (the sum of any two sides must be greater than the third), otherwise return 'no'.","a=input()
b=input()
c=input()

c>a
c>b

if (a+b)>c:
 print ""yes""
else:
 print ""no""
","def check_triangle(a_str, b_str, c_str): a = int(a_str); b = int(b_str); c = int(c_str); if (a + b > c and b + c > a and a + c > b): return 'yes' else: return 'no'",experienced,"a =  b =  c =  c > a c > b if (a+b) > c: ""yes"" else: ""no""","def check_triangle(a_str ,  b_str ,  c_str): a  =  int(a_str); b  =  int(b_str); c  =  int(c_str); if (a + b  >  c and b + c  >  a and a + c  >  b): return 'yes' else: return 'no'"
is-triangle.py,"Write a program that takes three side lengths (A, B, C) as input and returns 'yes' if they can form a triangle (the sum of any two sides must be greater than the third), otherwise return 'no'.","a=input()
b=input()
c=input()

c>=a
c>=b

if (a+b)>c:
 print ""yes""
else:
 print ""no""
","def check_triangle(a_str, b_str, c_str): a = int(a_str); b = int(b_str); c = int(c_str); if (a + b > c and b + c > a and a + c > b): return 'yes' else: return 'no'",experienced,"a =  b =  c =  c >  = a c >  = b if (a+b) > c: ""yes"" else: ""no""","def check_triangle(a_str ,  b_str ,  c_str): a  =  int(a_str); b  =  int(b_str); c  =  int(c_str); if (a + b  >  c and b + c  >  a and a + c  >  b): return 'yes' else: return 'no'"
is-triangle.py,"Write a program that takes three side lengths (A, B, C) as input and returns 'yes' if they can form a triangle (the sum of any two sides must be greater than the third), otherwise return 'no'.","a=input()
b=input()
c=input()

if (a+b)>c:
   print ""yes"" 

else:
   print ""no""
","def check_triangle(a_str, b_str, c_str): a = int(a_str); b = int(b_str); c = int(c_str); if (a + b > c and b + c > a and a + c > b): return 'yes' else: return 'no'",experienced,"a =  b =  c =  if (a+b) > c: ""yes"" else: ""no""","def check_triangle(a_str ,  b_str ,  c_str): a  =  int(a_str); b  =  int(b_str); c  =  int(c_str); if (a + b  >  c and b + c  >  a and a + c  >  b): return 'yes' else: return 'no'"
is-triangle.py,"Write a program that takes three side lengths (A, B, C) as input and returns 'yes' if they can form a triangle (the sum of any two sides must be greater than the third), otherwise return 'no'.","a=input()
b=input()
c=input()

if (a+b)>c:
   print ""yes"" 

elif (a+c)>b:
   print ""yes""

elif (b+c)>a:
   print ""yes""

else:
   print ""no""
","def check_triangle(a_str, b_str, c_str): a = int(a_str); b = int(b_str); c = int(c_str); if (a + b > c and b + c > a and a + c > b): return 'yes' else: return 'no'",experienced,"a =  b =  c =  if (a+b) > c: ""yes"" elif (a+c) > b: ""yes"" elif (b+c) > a: ""yes"" else: ""no""","def check_triangle(a_str ,  b_str ,  c_str): a  =  int(a_str); b  =  int(b_str); c  =  int(c_str); if (a + b  >  c and b + c  >  a and a + c  >  b): return 'yes' else: return 'no'"
is-triangle.py,"Write a program that takes three side lengths (A, B, C) as input and returns 'yes' if they can form a triangle (the sum of any two sides must be greater than the third), otherwise return 'no'.","a = input()
b = input()
c = input()

if a + b > c:
   
   print ""yes""

elif a + b <= c:

   print ""no""

","def check_triangle(a_str, b_str, c_str): a = int(a_str); b = int(b_str); c = int(c_str); if (a + b > c and b + c > a and a + c > b): return 'yes' else: return 'no'",experienced,"a  =  b  =  c  =  if a + b  >  c: ""yes"" elif a + b  <  =  c: ""no""","def check_triangle(a_str ,  b_str ,  c_str): a  =  int(a_str); b  =  int(b_str); c  =  int(c_str); if (a + b  >  c and b + c  >  a and a + c  >  b): return 'yes' else: return 'no'"
is-triangle.py,"Write a program that takes three side lengths (A, B, C) as input and returns 'yes' if they can form a triangle (the sum of any two sides must be greater than the third), otherwise return 'no'.","a = input()
b = input()
c = input()

if a > c:
   a = tmp
   a = c
   c = tmp

elif b > c:
   b = tmp
   b = c
   c = tmp

elif a + b > c:
   
   print ""yes""

elif a + b <= c:

   print ""no""

","def check_triangle(a_str, b_str, c_str): a = int(a_str); b = int(b_str); c = int(c_str); if (a + b > c and b + c > a and a + c > b): return 'yes' else: return 'no'",experienced,"a  =  b  =  c  =  if a  >  c: a  =  tmp a  =  c c  =  tmp elif b  >  c: b  =  tmp b  =  c c  =  tmp elif a + b  >  c: ""yes"" elif a + b  <  =  c: ""no""","def check_triangle(a_str ,  b_str ,  c_str): a  =  int(a_str); b  =  int(b_str); c  =  int(c_str); if (a + b  >  c and b + c  >  a and a + c  >  b): return 'yes' else: return 'no'"
is-triangle.py,"Write a program that takes three side lengths (A, B, C) as input and returns 'yes' if they can form a triangle (the sum of any two sides must be greater than the third), otherwise return 'no'.","a = input()
b = input()
c = input()


if a > c:
   tmp = a
   a = c
   c = tmp

elif b > c:
   tmp = b
   b = c
   c = tmp

elif a + b > c:
   
   print ""yes""

elif a + b <= c:

   print ""no""

","def check_triangle(a_str, b_str, c_str): a = int(a_str); b = int(b_str); c = int(c_str); if (a + b > c and b + c > a and a + c > b): return 'yes' else: return 'no'",experienced,"a  =  b  =  c  =  if a  >  c: tmp  =  a a  =  c c  =  tmp elif b  >  c: tmp  =  b b  =  c c  =  tmp elif a + b  >  c: ""yes"" elif a + b  <  =  c: ""no""","def check_triangle(a_str ,  b_str ,  c_str): a  =  int(a_str); b  =  int(b_str); c  =  int(c_str); if (a + b  >  c and b + c  >  a and a + c  >  b): return 'yes' else: return 'no'"
is-triangle.py,"Write a program that takes three side lengths (A, B, C) as input and returns 'yes' if they can form a triangle (the sum of any two sides must be greater than the third), otherwise return 'no'.","a = input()
b = input()
c = input()


if a > c:
   tmp = a
   a = c
   c = tmp

elif b > c:
   tmp = b
   b = c
   c = tmp

if a + b > c:
   
   print ""yes""

elif a + b <= c:

   print ""no""

","def check_triangle(a_str, b_str, c_str): a = int(a_str); b = int(b_str); c = int(c_str); if (a + b > c and b + c > a and a + c > b): return 'yes' else: return 'no'",experienced,"a  =  b  =  c  =  if a  >  c: tmp  =  a a  =  c c  =  tmp elif b  >  c: tmp  =  b b  =  c c  =  tmp if a + b  >  c: ""yes"" elif a + b  <  =  c: ""no""","def check_triangle(a_str ,  b_str ,  c_str): a  =  int(a_str); b  =  int(b_str); c  =  int(c_str); if (a + b  >  c and b + c  >  a and a + c  >  b): return 'yes' else: return 'no'"
is-triangle.py,"Write a program that takes three side lengths (A, B, C) as input and returns 'yes' if they can form a triangle (the sum of any two sides must be greater than the third), otherwise return 'no'.","a = input()
b = input()
c = input()


if a > c:
   tmp = a
   a = c
   c = tmp

elif b > c:
   tmp = b
   b = c
   c = tmp

if a + b > c:
   
   print ""yes""

else:

   print ""no""

","def check_triangle(a_str, b_str, c_str): a = int(a_str); b = int(b_str); c = int(c_str); if (a + b > c and b + c > a and a + c > b): return 'yes' else: return 'no'",experienced,"a  =  b  =  c  =  if a  >  c: tmp  =  a a  =  c c  =  tmp elif b  >  c: tmp  =  b b  =  c c  =  tmp if a + b  >  c: ""yes"" else: ""no""","def check_triangle(a_str ,  b_str ,  c_str): a  =  int(a_str); b  =  int(b_str); c  =  int(c_str); if (a + b  >  c and b + c  >  a and a + c  >  b): return 'yes' else: return 'no'"
is-triangle.py,"Write a program that takes three side lengths (A, B, C) as input and returns 'yes' if they can form a triangle (the sum of any two sides must be greater than the third), otherwise return 'no'.","a = input()
b = input()
c = input()


if a > c:
   tmp = a
   a = c
   c = tmp

elif b > c:
   tmp = b
   b = c
   c = tmp

if a + b > c and a + c > b and b + c > a
   
   print ""yes""

else

   print ""no""

","def check_triangle(a_str, b_str, c_str): a = int(a_str); b = int(b_str); c = int(c_str); if (a + b > c and b + c > a and a + c > b): return 'yes' else: return 'no'",experienced,"a  =  b  =  c  =  if a  >  c: tmp  =  a a  =  c c  =  tmp elif b  >  c: tmp  =  b b  =  c c  =  tmp if a + b  >  c and a + c  >  b and b + c  >  a ""yes"" else ""no""","def check_triangle(a_str ,  b_str ,  c_str): a  =  int(a_str); b  =  int(b_str); c  =  int(c_str); if (a + b  >  c and b + c  >  a and a + c  >  b): return 'yes' else: return 'no'"
is-triangle.py,"Write a program that takes three side lengths (A, B, C) as input and returns 'yes' if they can form a triangle (the sum of any two sides must be greater than the third), otherwise return 'no'.","a = input()
b = input()
c = input()
if (a ** 2) == (b ** 2) + (c ** 2):
   print ""yes""
else:
   print ""no""
","def check_triangle(a_str, b_str, c_str): a = int(a_str); b = int(b_str); c = int(c_str); if (a + b > c and b + c > a and a + c > b): return 'yes' else: return 'no'",experienced,"a  =  b  =  c  =  if (a ** 2)   =  =   (b ** 2) + (c ** 2): ""yes"" else: ""no""","def check_triangle(a_str ,  b_str ,  c_str): a  =  int(a_str); b  =  int(b_str); c  =  int(c_str); if (a + b  >  c and b + c  >  a and a + c  >  b): return 'yes' else: return 'no'"
is-triangle.py,"Write a program that takes three side lengths (A, B, C) as input and returns 'yes' if they can form a triangle (the sum of any two sides must be greater than the third), otherwise return 'no'.","a = input()
b = input()
c = input()
if a + b > c and b + c > a and a + c > a:
   print ""yes""
else:
   print ""no""
","def check_triangle(a_str, b_str, c_str): a = int(a_str); b = int(b_str); c = int(c_str); if (a + b > c and b + c > a and a + c > b): return 'yes' else: return 'no'",experienced,"a  =  b  =  c  =  if a + b  >  c and b + c  >  a and a + c  >  a: ""yes"" else: ""no""","def check_triangle(a_str ,  b_str ,  c_str): a  =  int(a_str); b  =  int(b_str); c  =  int(c_str); if (a + b  >  c and b + c  >  a and a + c  >  b): return 'yes' else: return 'no'"
is-triangle.py,"Write a program that takes three side lengths (A, B, C) as input and returns 'yes' if they can form a triangle (the sum of any two sides must be greater than the third), otherwise return 'no'.","a = input()
b = input()
c = input()
if a + b > c and b + c > b and a + c > a:
   print ""yes""
else:
   print ""no""
","def check_triangle(a_str, b_str, c_str): a = int(a_str); b = int(b_str); c = int(c_str); if (a + b > c and b + c > a and a + c > b): return 'yes' else: return 'no'",experienced,"a  =  b  =  c  =  if a + b  >  c and b + c  >  b and a + c  >  a: ""yes"" else: ""no""","def check_triangle(a_str ,  b_str ,  c_str): a  =  int(a_str); b  =  int(b_str); c  =  int(c_str); if (a + b  >  c and b + c  >  a and a + c  >  b): return 'yes' else: return 'no'"
is-triangle.py,"Write a program that takes three side lengths (A, B, C) as input and returns 'yes' if they can form a triangle (the sum of any two sides must be greater than the third), otherwise return 'no'.","a = input()
b = input()
c = input()
if a + b > c and b + c > c and a + c > a:
   print ""yes""
else:
   print ""no""
","def check_triangle(a_str, b_str, c_str): a = int(a_str); b = int(b_str); c = int(c_str); if (a + b > c and b + c > a and a + c > b): return 'yes' else: return 'no'",experienced,"a  =  b  =  c  =  if a + b  >  c and b + c  >  c and a + c  >  a: ""yes"" else: ""no""","def check_triangle(a_str ,  b_str ,  c_str): a  =  int(a_str); b  =  int(b_str); c  =  int(c_str); if (a + b  >  c and b + c  >  a and a + c  >  b): return 'yes' else: return 'no'"
is-triangle.py,"Write a program that takes three side lengths (A, B, C) as input and returns 'yes' if they can form a triangle (the sum of any two sides must be greater than the third), otherwise return 'no'.","a = input()
b = input()
c = input()
if a + b >= c and b + c >= c and a + c >= a:
   print ""yes""
else:
   print ""no""
","def check_triangle(a_str, b_str, c_str): a = int(a_str); b = int(b_str); c = int(c_str); if (a + b > c and b + c > a and a + c > b): return 'yes' else: return 'no'",experienced,"a  =  b  =  c  =  if a + b  >  =  c and b + c  >  =  c and a + c  >  =  a: ""yes"" else: ""no""","def check_triangle(a_str ,  b_str ,  c_str): a  =  int(a_str); b  =  int(b_str); c  =  int(c_str); if (a + b  >  c and b + c  >  a and a + c  >  b): return 'yes' else: return 'no'"
is-triangle.py,"Write a program that takes three side lengths (A, B, C) as input and returns 'yes' if they can form a triangle (the sum of any two sides must be greater than the third), otherwise return 'no'.","a = input()
b = input()
c = input()
if a + b >= c and b + c >= b and a + c >= a:
   print ""yes""
else:
   print ""no""
","def check_triangle(a_str, b_str, c_str): a = int(a_str); b = int(b_str); c = int(c_str); if (a + b > c and b + c > a and a + c > b): return 'yes' else: return 'no'",experienced,"a  =  b  =  c  =  if a + b  >  =  c and b + c  >  =  b and a + c  >  =  a: ""yes"" else: ""no""","def check_triangle(a_str ,  b_str ,  c_str): a  =  int(a_str); b  =  int(b_str); c  =  int(c_str); if (a + b  >  c and b + c  >  a and a + c  >  b): return 'yes' else: return 'no'"
is-triangle.py,"Write a program that takes three side lengths (A, B, C) as input and returns 'yes' if they can form a triangle (the sum of any two sides must be greater than the third), otherwise return 'no'.","a = input()
b = input()
c = input()
if a + b >= c and b + c >= a and a + c >= a:
   print ""yes""
else:
   print ""no""
","def check_triangle(a_str, b_str, c_str): a = int(a_str); b = int(b_str); c = int(c_str); if (a + b > c and b + c > a and a + c > b): return 'yes' else: return 'no'",experienced,"a  =  b  =  c  =  if a + b  >  =  c and b + c  >  =  a and a + c  >  =  a: ""yes"" else: ""no""","def check_triangle(a_str ,  b_str ,  c_str): a  =  int(a_str); b  =  int(b_str); c  =  int(c_str); if (a + b  >  c and b + c  >  a and a + c  >  b): return 'yes' else: return 'no'"
is-triangle.py,"Write a program that takes three side lengths (A, B, C) as input and returns 'yes' if they can form a triangle (the sum of any two sides must be greater than the third), otherwise return 'no'.","a= input()
b= input()
c= input()

if a**2+b**2==c**2:
   print ""yes""
else:
   print ""no""
","def check_triangle(a_str, b_str, c_str): a = int(a_str); b = int(b_str); c = int(c_str); if (a + b > c and b + c > a and a + c > b): return 'yes' else: return 'no'",experienced,"a =  b =  c =  if a**2+b**2  =  =  c**2: ""yes"" else: ""no""","def check_triangle(a_str ,  b_str ,  c_str): a  =  int(a_str); b  =  int(b_str); c  =  int(c_str); if (a + b  >  c and b + c  >  a and a + c  >  b): return 'yes' else: return 'no'"
is-triangle.py,"Write a program that takes three side lengths (A, B, C) as input and returns 'yes' if they can form a triangle (the sum of any two sides must be greater than the third), otherwise return 'no'.","a= input()
b= input()
c= input()

if a**2+b**2==c**2:
   print ""yes""
elif c<b and c<a:
   print ""no""
else:
   print ""no""
","def check_triangle(a_str, b_str, c_str): a = int(a_str); b = int(b_str); c = int(c_str); if (a + b > c and b + c > a and a + c > b): return 'yes' else: return 'no'",experienced,"a =  b =  c =  if a**2+b**2  =  =  c**2: ""yes"" elif c < b and c < a: ""no"" else: ""no""","def check_triangle(a_str ,  b_str ,  c_str): a  =  int(a_str); b  =  int(b_str); c  =  int(c_str); if (a + b  >  c and b + c  >  a and a + c  >  b): return 'yes' else: return 'no'"
is-triangle.py,"Write a program that takes three side lengths (A, B, C) as input and returns 'yes' if they can form a triangle (the sum of any two sides must be greater than the third), otherwise return 'no'.","a= input()
b= input()
c= input()

if a**2+b**2==c**2:
   print ""yes""
else:
   print ""no""
","def check_triangle(a_str, b_str, c_str): a = int(a_str); b = int(b_str); c = int(c_str); if (a + b > c and b + c > a and a + c > b): return 'yes' else: return 'no'",experienced,"a =  b =  c =  if a**2+b**2  =  =  c**2: ""yes"" else: ""no""","def check_triangle(a_str ,  b_str ,  c_str): a  =  int(a_str); b  =  int(b_str); c  =  int(c_str); if (a + b  >  c and b + c  >  a and a + c  >  b): return 'yes' else: return 'no'"
is-triangle.py,"Write a program that takes three side lengths (A, B, C) as input and returns 'yes' if they can form a triangle (the sum of any two sides must be greater than the third), otherwise return 'no'.","a= input()
b= input()
c= input()

if a < b+c or b < a+c or c < b+c:
   print ""yes""
else:
   print ""no""


","def check_triangle(a_str, b_str, c_str): a = int(a_str); b = int(b_str); c = int(c_str); if (a + b > c and b + c > a and a + c > b): return 'yes' else: return 'no'",experienced,"a =  b =  c =  if a  <  b+c or b  <  a+c or c  <  b+c: ""yes"" else: ""no""","def check_triangle(a_str ,  b_str ,  c_str): a  =  int(a_str); b  =  int(b_str); c  =  int(c_str); if (a + b  >  c and b + c  >  a and a + c  >  b): return 'yes' else: return 'no'"
is-triangle.py,"Write a program that takes three side lengths (A, B, C) as input and returns 'yes' if they can form a triangle (the sum of any two sides must be greater than the third), otherwise return 'no'.","a= input()
b= input()
c= input()

if a < b+c or b < a+c or c < b+a:
   print ""yes""
else:
   print ""no""


","def check_triangle(a_str, b_str, c_str): a = int(a_str); b = int(b_str); c = int(c_str); if (a + b > c and b + c > a and a + c > b): return 'yes' else: return 'no'",experienced,"a =  b =  c =  if a  <  b+c or b  <  a+c or c  <  b+a: ""yes"" else: ""no""","def check_triangle(a_str ,  b_str ,  c_str): a  =  int(a_str); b  =  int(b_str); c  =  int(c_str); if (a + b  >  c and b + c  >  a and a + c  >  b): return 'yes' else: return 'no'"
is-triangle.py,"Write a program that takes three side lengths (A, B, C) as input and returns 'yes' if they can form a triangle (the sum of any two sides must be greater than the third), otherwise return 'no'.","a = input()
b = input()
c = input()

if a ** 2 = (b ** 2) + (c ** 2)
   print ""yes""
else: 
   print ""no""
","def check_triangle(a_str, b_str, c_str): a = int(a_str); b = int(b_str); c = int(c_str); if (a + b > c and b + c > a and a + c > b): return 'yes' else: return 'no'",experienced,"a  =  b  =  c  =  if a ** 2  =  (b ** 2) + (c ** 2) ""yes"" else: ""no""","def check_triangle(a_str ,  b_str ,  c_str): a  =  int(a_str); b  =  int(b_str); c  =  int(c_str); if (a + b  >  c and b + c  >  a and a + c  >  b): return 'yes' else: return 'no'"
is-triangle.py,"Write a program that takes three side lengths (A, B, C) as input and returns 'yes' if they can form a triangle (the sum of any two sides must be greater than the third), otherwise return 'no'.","a = input()
b = input()
c = input()

if  a + b > c or b + c > a or a + c > b:
   print ""yes""

else: 
   print ""no""
   
","def check_triangle(a_str, b_str, c_str): a = int(a_str); b = int(b_str); c = int(c_str); if (a + b > c and b + c > a and a + c > b): return 'yes' else: return 'no'",experienced,"a  =  b  =  c  =  if a + b  >  c or b + c  >  a or a + c  >  b: ""yes"" else: ""no""","def check_triangle(a_str ,  b_str ,  c_str): a  =  int(a_str); b  =  int(b_str); c  =  int(c_str); if (a + b  >  c and b + c  >  a and a + c  >  b): return 'yes' else: return 'no'"
is-triangle.py,"Write a program that takes three side lengths (A, B, C) as input and returns 'yes' if they can form a triangle (the sum of any two sides must be greater than the third), otherwise return 'no'.","a = input()
b = input()
c = input()

if  a + b > c or b + c > a or a + c > b:
   print ""yes""

else: 
   print ""no""
   
","def check_triangle(a_str, b_str, c_str): a = int(a_str); b = int(b_str); c = int(c_str); if (a + b > c and b + c > a and a + c > b): return 'yes' else: return 'no'",experienced,"a  =  b  =  c  =  if a + b  >  c or b + c  >  a or a + c  >  b: ""yes"" else: ""no""","def check_triangle(a_str ,  b_str ,  c_str): a  =  int(a_str); b  =  int(b_str); c  =  int(c_str); if (a + b  >  c and b + c  >  a and a + c  >  b): return 'yes' else: return 'no'"
is-triangle.py,"Write a program that takes three side lengths (A, B, C) as input and returns 'yes' if they can form a triangle (the sum of any two sides must be greater than the third), otherwise return 'no'.","a = input()
b = input()
c = input()

if b > a and c > b
    print ""yes""

else
    print ""no""
","def check_triangle(a_str, b_str, c_str): a = int(a_str); b = int(b_str); c = int(c_str); if (a + b > c and b + c > a and a + c > b): return 'yes' else: return 'no'",experienced,"a  =  b  =  c  =  if b  >  a and c  >  b ""yes"" else ""no""","def check_triangle(a_str ,  b_str ,  c_str): a  =  int(a_str); b  =  int(b_str); c  =  int(c_str); if (a + b  >  c and b + c  >  a and a + c  >  b): return 'yes' else: return 'no'"
is-triangle.py,"Write a program that takes three side lengths (A, B, C) as input and returns 'yes' if they can form a triangle (the sum of any two sides must be greater than the third), otherwise return 'no'.","a = input()
b = input()
c = input()

if b > a and c > b:
    print ""yes""

else:
    print ""no""
","def check_triangle(a_str, b_str, c_str): a = int(a_str); b = int(b_str); c = int(c_str); if (a + b > c and b + c > a and a + c > b): return 'yes' else: return 'no'",experienced,"a  =  b  =  c  =  if b  >  a and c  >  b: ""yes"" else: ""no""","def check_triangle(a_str ,  b_str ,  c_str): a  =  int(a_str); b  =  int(b_str); c  =  int(c_str); if (a + b  >  c and b + c  >  a and a + c  >  b): return 'yes' else: return 'no'"
is-triangle.py,"Write a program that takes three side lengths (A, B, C) as input and returns 'yes' if they can form a triangle (the sum of any two sides must be greater than the third), otherwise return 'no'.","a = input()
b = input()
c = input()
if (a + b) < c:
  print ""no""
elif (b + c) < a:
  print ""no""
elif (a + c) < b:
  print ""no""
else:
  print ""yes""
","def check_triangle(a_str, b_str, c_str): a = int(a_str); b = int(b_str); c = int(c_str); if (a + b > c and b + c > a and a + c > b): return 'yes' else: return 'no'",experienced,"a  =  b  =  c  =  if (a + b)  <  c: ""no"" elif (b + c)  <  a: ""no"" elif (a + c)  <  b: ""no"" else: ""yes""","def check_triangle(a_str ,  b_str ,  c_str): a  =  int(a_str); b  =  int(b_str); c  =  int(c_str); if (a + b  >  c and b + c  >  a and a + c  >  b): return 'yes' else: return 'no'"
is-triangle.py,"Write a program that takes three side lengths (A, B, C) as input and returns 'yes' if they can form a triangle (the sum of any two sides must be greater than the third), otherwise return 'no'.","a = input()
b = input()
c = input()
if (a + c) < b:
  print ""no""
elif (b + c) < a:
  print ""no""
elif (a + b) < c:
  print ""no""
else:
  print ""yes""
","def check_triangle(a_str, b_str, c_str): a = int(a_str); b = int(b_str); c = int(c_str); if (a + b > c and b + c > a and a + c > b): return 'yes' else: return 'no'",experienced,"a  =  b  =  c  =  if (a + c)  <  b: ""no"" elif (b + c)  <  a: ""no"" elif (a + b)  <  c: ""no"" else: ""yes""","def check_triangle(a_str ,  b_str ,  c_str): a  =  int(a_str); b  =  int(b_str); c  =  int(c_str); if (a + b  >  c and b + c  >  a and a + c  >  b): return 'yes' else: return 'no'"
